	0.0	
339.41	0.00
339.79	104.20
340.17	106.40
340.55	108.40
340.94	108.60
341.32	110.00
341.70	110.80
342.08	111.00
342.46	111.80
342.84	112.60
343.22	114.80
343.60	116.00
343.98	115.60
344.36	115.00
344.74	114.20
345.12	114.60
345.50	113.80
345.88	113.20
346.26	114.20
346.64	113.80
347.02	113.00
347.40	113.40
347.78	113.60
348.15	113.40
348.53	114.80
348.91	117.00
349.29	117.40
349.67	118.20
350.05	119.40
350.43	118.60
350.81	118.40
351.19	118.60
351.57	117.80
351.95	118.20
352.33	119.60
352.71	119.20
353.09	120.40
353.47	121.20
353.84	121.80
354.22	123.60
354.60	121.40
354.98	121.60
355.36	121.20
355.74	121.40
356.12	121.80
356.50	121.80
356.88	123.20
357.25	123.00
357.63	122.80
358.01	123.00
358.39	122.80
358.77	121.80
359.15	121.40
359.53	123.40
359.90	123.60
360.28	124.80
360.66	126.40
361.04	127.40
361.42	126.60
361.80	127.60
362.17	126.80
362.55	126.20
362.93	126.60
363.31	127.60
363.69	129.00
364.06	128.40
364.44	127.60
364.82	127.80
365.20	128.20
365.58	127.80
365.95	127.20
366.33	126.60
366.71	128.80
367.09	129.40
367.46	128.40
367.84	129.20
368.22	129.60
368.60	128.80
368.97	131.80
369.35	132.20
369.73	131.80
370.11	131.00
370.48	131.80
370.86	134.00
371.24	134.60
371.62	133.80
371.99	134.00
372.37	133.60
372.75	135.40
373.12	135.40
373.50	135.40
373.88	136.60
374.25	138.20
374.63	138.20
375.01	137.00
375.38	137.80
375.76	139.00
376.14	139.20
376.51	139.20
376.89	141.20
377.27	142.40
377.64	140.40
378.02	143.60
378.40	143.60
378.77	146.80
379.15	145.00
379.53	144.00
379.90	145.60
380.28	146.60
380.66	147.00
381.03	149.40
381.41	151.60
381.78	152.80
382.16	151.80
382.54	153.40
382.91	154.60
383.29	153.20
383.66	156.00
384.04	155.40
384.42	156.40
384.79	156.80
385.17	160.00
385.54	163.00
385.92	163.40
386.29	162.80
386.67	164.20
387.05	163.80
387.42	162.80
387.80	166.20
388.17	168.60
388.55	169.60
388.92	170.80
389.30	170.00
389.67	171.00
390.05	172.80
390.42	171.60
390.80	175.40
391.17	174.80
391.55	177.80
391.92	177.00
392.30	177.40
392.67	181.40
393.05	182.40
393.42	183.20
393.80	184.00
394.17	184.00
394.55	188.00
394.92	189.80
395.30	189.60
395.67	193.60
396.05	192.00
396.42	194.40
396.80	196.80
397.17	198.00
397.55	196.60
397.92	200.80
398.29	206.00
398.67	204.20
399.04	202.40
399.42	207.20
399.79	206.60
400.17	210.40
400.54	209.80
400.91	211.60
401.29	211.20
401.66	215.60
402.04	214.40
402.41	215.40
402.78	220.60
403.16	222.00
403.53	221.40
403.90	228.00
404.28	223.80
404.65	230.40
405.03	229.00
405.40	235.20
405.77	230.60
406.15	237.40
406.52	235.60
406.89	237.00
407.27	233.60
407.64	242.00
408.01	248.00
408.39	247.00
408.76	249.80
409.13	245.00
409.51	255.60
409.88	253.60
410.25	254.80
410.62	253.80
411.00	262.40
411.37	262.20
411.74	262.40
412.12	269.00
412.49	265.00
412.86	270.60
413.23	270.80
413.61	273.80
413.98	279.80
414.35	281.40
414.73	277.00
415.10	275.40
415.47	290.60
415.84	283.00
416.22	288.00
416.59	290.00
416.96	296.80
417.33	296.80
417.70	302.40
418.08	306.60
418.45	307.80
418.82	303.00
419.19	312.40
419.57	317.00
419.94	310.00
420.31	320.00
420.68	321.00
421.05	316.00
421.42	317.20
421.80	324.00
422.17	330.20
422.54	338.20
422.91	334.20
423.28	334.80
423.65	345.20
424.03	342.00
424.40	340.20
424.77	348.20
425.14	351.20
425.51	345.40
425.88	358.40
426.25	359.00
426.63	367.00
427.00	364.00
427.37	376.20
427.74	394.20
428.11	371.00
428.48	388.20
428.85	387.00
429.22	383.60
429.59	392.00
429.97	392.40
430.34	398.40
430.71	402.80
431.08	404.40
431.45	417.60
431.82	412.40
432.19	414.20
432.56	425.80
432.93	424.00
433.30	429.40
433.67	437.00
434.04	440.20
434.41	446.40
434.78	446.80
435.15	448.20
435.52	464.40
435.89	469.80
436.26	465.20
436.63	469.20
437.00	476.60
437.37	478.20
437.74	473.20
438.11	491.40
438.48	485.20
438.85	502.40
439.22	510.00
439.59	516.40
439.96	510.40
440.33	521.20
440.70	531.60
441.07	525.00
441.44	545.80
441.81	527.60
442.18	531.60
442.55	534.60
442.92	553.20
443.29	555.20
443.66	542.40
444.03	554.20
444.40	557.60
444.77	571.60
445.14	562.60
445.51	587.00
445.88	577.20
446.24	575.60
446.61	589.20
446.98	575.40
447.35	603.00
447.72	600.80
448.09	601.00
448.46	592.40
448.83	604.20
449.20	613.80
449.56	608.60
449.93	617.60
450.30	602.20
450.67	637.20
451.04	614.60
451.41	614.00
451.78	639.40
452.14	634.80
452.51	634.80
452.88	634.60
453.25	636.80
453.62	652.20
453.99	644.60
454.35	653.60
454.72	662.60
455.09	671.60
455.46	674.20
455.83	697.40
456.19	689.80
456.56	687.40
456.93	682.00
457.30	693.80
457.66	698.40
458.03	704.20
458.40	701.20
458.77	707.20
459.14	724.80
459.50	721.20
459.87	695.60
460.24	740.80
460.61	731.60
460.97	742.20
461.34	736.40
461.71	740.80
462.07	737.00
462.44	765.60
462.81	779.40
463.18	780.60
463.54	774.20
463.91	799.60
464.28	787.80
464.64	795.00
465.01	790.00
465.38	817.00
465.75	803.60
466.11	819.80
466.48	810.40
466.85	812.20
467.21	816.60
467.58	835.20
467.95	851.20
468.31	848.80
468.68	869.20
469.04	880.60
469.41	893.60
469.78	887.40
470.14	901.60
470.51	908.80
470.88	923.40
471.24	914.20
471.61	944.60
471.98	942.20
472.34	962.40
472.71	964.60
473.07	977.60
473.44	977.40
473.81	999.00
474.17	993.80
474.54	1017.40
474.90	1019.60
475.27	1017.80
475.63	1043.80
476.00	1051.20
476.37	1052.20
476.73	1054.00
477.10	1094.00
477.46	1106.00
477.83	1093.00
478.19	1113.40
478.56	1139.80
478.92	1155.40
479.29	1156.40
479.65	1156.40
480.02	1167.00
480.38	1198.60
480.75	1203.00
481.11	1207.80
481.48	1232.20
481.84	1239.60
482.21	1259.80
482.57	1279.40
482.94	1277.80
483.30	1280.80
483.67	1298.00
484.03	1314.00
484.40	1332.60
484.76	1332.20
485.13	1350.40
485.49	1368.20
485.86	1386.00
486.22	1388.80
486.59	1397.00
486.95	1412.80
487.31	1417.40
487.68	1432.40
488.04	1448.40
488.41	1459.00
488.77	1456.40
489.14	1476.00
489.50	1486.20
489.86	1492.00
490.23	1503.40
490.59	1499.40
490.96	1532.20
491.32	1535.00
491.68	1546.60
492.05	1551.80
492.41	1555.00
492.77	1573.00
493.14	1570.20
493.50	1591.60
493.87	1581.60
494.23	1611.40
494.59	1612.20
494.96	1612.40
495.32	1619.60
495.68	1638.60
496.05	1637.80
496.41	1646.00
496.77	1651.60
497.14	1649.80
497.50	1664.40
497.86	1669.80
498.23	1669.20
498.59	1684.60
498.95	1680.00
499.31	1695.40
499.68	1697.40
500.04	1714.60
500.40	1713.80
500.77	1711.60
501.13	1722.60
501.49	1718.00
501.85	1723.40
502.22	1722.00
502.58	1722.20
502.94	1737.40
503.30	1745.80
503.67	1739.40
504.03	1753.20
504.39	1747.80
504.75	1771.40
505.12	1763.60
505.48	1780.20
505.84	1790.00
506.20	1786.00
506.56	1777.80
506.93	1785.20
507.29	1810.00
507.65	1793.00
508.01	1807.80
508.37	1820.00
508.74	1800.80
509.10	1831.20
509.46	1825.80
509.82	1823.20
510.18	1841.40
510.54	1846.20
510.91	1838.20
511.27	1838.80
511.63	1862.00
511.99	1860.00
512.35	1863.80
512.71	1865.20
513.07	1873.60
513.43	1872.60
513.80	1887.00
514.16	1890.80
514.52	1902.80
514.88	1911.40
515.24	1919.20
515.60	1922.20
515.96	1923.20
516.32	1935.40
516.68	1952.60
517.04	1964.60
517.41	1945.60
517.77	1970.40
518.13	1961.40
518.49	1973.80
518.85	1980.00
519.21	1989.00
519.57	1982.80
519.93	1996.60
520.29	2007.80
520.65	2024.20
521.01	2021.80
521.37	2032.60
521.73	2020.40
522.09	2048.20
522.45	2062.20
522.81	2046.00
523.17	2057.40
523.53	2057.40
523.89	2064.20
524.25	2071.00
524.61	2079.40
524.97	2074.40
525.33	2094.40
525.69	2086.20
526.05	2102.40
526.41	2115.40
526.77	2125.00
527.13	2119.40
527.49	2135.20
527.85	2118.60
528.21	2169.00
528.57	2154.20
528.93	2159.80
529.29	2160.60
529.65	2154.40
530.00	2171.00
530.36	2159.00
530.72	2191.60
531.08	2185.60
531.44	2201.00
531.80	2205.60
532.16	2219.00
532.52	2210.40
532.88	2221.00
533.24	2199.00
533.59	2234.80
533.95	2217.20
534.31	2236.80
534.67	2226.80
535.03	2238.60
535.39	2232.40
535.75	2242.80
536.11	2240.00
536.46	2240.00
536.82	2248.60
537.18	2263.80
537.54	2248.80
537.90	2270.00
538.26	2253.80
538.61	2259.20
538.97	2286.40
539.33	2272.00
539.69	2300.80
540.05	2282.60
540.40	2275.00
540.76	2290.40
541.12	2280.00
541.48	2319.80
541.84	2294.80
542.19	2296.80
542.55	2315.40
542.91	2302.00
543.27	2312.60
543.62	2332.00
543.98	2307.20
544.34	2305.60
544.70	2336.60
545.05	2359.20
545.41	2348.60
545.77	2338.00
546.12	2351.60
546.48	2334.00
546.84	2347.20
547.20	2357.40
547.55	2362.20
547.91	2387.60
548.27	2363.20
548.62	2364.40
548.98	2377.80
549.34	2368.20
549.69	2388.00
550.05	2379.00
550.41	2392.40
550.77	2388.80
551.12	2378.20
551.48	2385.00
551.83	2396.00
552.19	2398.00
552.55	2410.00
552.90	2411.80
553.26	2423.20
553.62	2434.60
553.97	2432.80
554.33	2424.20
554.69	2436.20
555.04	2429.60
555.40	2429.20
555.75	2442.40
556.11	2479.20
556.47	2446.20
556.82	2461.80
557.18	2485.60
557.53	2458.60
557.89	2484.60
558.24	2484.80
558.60	2475.00
558.96	2499.80
559.31	2485.60
559.67	2496.20
560.02	2506.40
560.38	2494.20
560.73	2521.00
561.09	2526.40
561.44	2543.80
561.80	2531.20
562.16	2550.20
562.51	2546.60
562.87	2560.00
563.22	2549.00
563.58	2546.80
563.93	2572.60
564.29	2564.20
564.64	2588.60
565.00	2575.40
565.35	2580.80
565.71	2578.80
566.06	2604.60
566.41	2624.40
566.77	2585.80
567.12	2615.80
567.48	2604.00
